reference_id,recommendations
68bdfd1d9249355943327c56,"[{'match_id': '68bdfc579249355943327c3a', 'title': 'Apartamenty przy Bulwarach | Cesja', 'price': 476000.0, 'similarity_score': 0.755712628364563, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': '', 'neighborhood': 'borki'}}, {'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.7528285980224609, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}, {'match_id': '68bdfe059249355943327c75', 'title': 'Mieszkanie 25,61m2 + balkon,1 pok. obok, nowe/ Dwo', 'price': 538770.0, 'similarity_score': 0.7145603895187378, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'stare miasto', 'neighborhood': 'przedmieście świdnickie'}}, {'match_id': '68bdfd709249355943327c64', 'title': '3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji', 'price': 545000.0, 'similarity_score': 0.7001189589500427, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfc6f9249355943327c3d', 'title': '3 pokoje | oddzielna kuchnia | balkon 8 m² | wysoki standard', 'price': 715999.0, 'similarity_score': 0.6534268856048584, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': 'świętokrzyskieśródmieście', 'neighborhood': 'kielce'}}]"
68bdfd3c9249355943327c59,"[{'match_id': '68bdfdbe9249355943327c6f', 'title': '4-pokojowe mieszkanie 90m2 + balkon Bez Prowizji', 'price': nan, 'similarity_score': 0.655531644821167, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'widzew', 'neighborhood': 'fabryczna widzew'}}, {'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.6535320281982422, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfd559249355943327c5f', 'title': '', 'price': nan, 'similarity_score': 0.626688539981842, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bronowice', 'neighborhood': 'bronowice'}}, {'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.5786442756652832, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}, {'match_id': '68bdfd499249355943327c5e', 'title': '3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji', 'price': nan, 'similarity_score': 0.5607978105545044, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'krzyki', 'neighborhood': 'brochów'}}]"
68bdfd499249355943327c5e,"[{'match_id': '68bdfe399249355943327c7a', 'title': '2-pokojowe mieszkanie z tarasem, ogródkiem oraz miejscem w garażu', 'price': 3500.0, 'similarity_score': 0.7674535512924194, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'białołęka', 'neighborhood': 'kobiałka'}}, {'match_id': '68bdfc579249355943327c3a', 'title': 'Apartamenty przy Bulwarach | Cesja', 'price': 476000.0, 'similarity_score': 0.6640173196792603, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': '', 'neighborhood': 'borki'}}, {'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.6508538722991943, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfe209249355943327c78', 'title': 'Nowoczesne 3-pokojowe mieszkanie z tarasem', 'price': 4700.0, 'similarity_score': 0.6268649101257324, 'location': {'city': 'warszawski zachodni', 'voivodeship': 'mazowieckie', 'district': 'łomianki', 'neighborhood': 'łomianki'}}, {'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.6154019832611084, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}]"
68bdfd559249355943327c5f,"[{'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.7033534646034241, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfd3c9249355943327c59', 'title': '', 'price': nan, 'similarity_score': 0.626688539981842, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-północ', 'neighborhood': 'pelcowizna'}}, {'match_id': '68bdfdbe9249355943327c6f', 'title': '4-pokojowe mieszkanie 90m2 + balkon Bez Prowizji', 'price': nan, 'similarity_score': 0.6226412653923035, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'widzew', 'neighborhood': 'fabryczna widzew'}}, {'match_id': '68bdfe1d9249355943327c77', 'title': '', 'price': nan, 'similarity_score': 0.5981756448745728, 'location': {'city': 'szczecin', 'voivodeship': 'zachodniopomorskie', 'district': 'śródmieście', 'neighborhood': 'międzyodrze-wyspa pucka'}}, {'match_id': '68bdfd639249355943327c62', 'title': '', 'price': nan, 'similarity_score': 0.5629355311393738, 'location': {'city': 'rumia', 'voivodeship': 'pomorskie', 'district': 'pomorskieul. sobieskiego', 'neighborhood': 'wejherowski'}}]"
68bdfd639249355943327c62,"[{'match_id': '68bdfe1d9249355943327c77', 'title': '', 'price': nan, 'similarity_score': 0.6042364835739136, 'location': {'city': 'szczecin', 'voivodeship': 'zachodniopomorskie', 'district': 'śródmieście', 'neighborhood': 'międzyodrze-wyspa pucka'}}, {'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.5922359228134155, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfdaf9249355943327c6e', 'title': 'Piękne mieszkanie 3-pokojowe Rumia Park', 'price': 583000.0, 'similarity_score': 0.5712069869041443, 'location': {'city': 'rumia', 'voivodeship': 'pomorskie', 'district': 'pomorskieul. kosynierów', 'neighborhood': 'wejherowski'}}, {'match_id': '68bdfd559249355943327c5f', 'title': '', 'price': nan, 'similarity_score': 0.5629355311393738, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bronowice', 'neighborhood': 'bronowice'}}, {'match_id': '68bdfd3c9249355943327c59', 'title': '', 'price': nan, 'similarity_score': 0.5011953115463257, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-północ', 'neighborhood': 'pelcowizna'}}]"
68bdfd709249355943327c64,"[{'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.7311220765113831, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}, {'match_id': '68bdfd1d9249355943327c56', 'title': 'Nova Sośnica | mieszkanie 2-pok. | B12', 'price': 358000.0, 'similarity_score': 0.7001189589500427, 'location': {'city': 'gliwice', 'voivodeship': 'śląskie', 'district': '', 'neighborhood': 'sośnica'}}, {'match_id': '68bdfc7a9249355943327c3e', 'title': 'Apartament 3 pokojowy - Osiedle Rakownica', 'price': 680000.0, 'similarity_score': 0.6521520614624023, 'location': {'city': 'jelenia góra', 'voivodeship': 'dolnośląskie', 'district': 'śródmieście', 'neighborhood': ''}}, {'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.6384040117263794, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.6198322772979736, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}]"
68bdfd839249355943327c69,"[{'match_id': '68bdfce19249355943327c45', 'title': 'Ustawne 2 pokojowe mieszkanie z ładnym widokiem', 'price': 320000.0, 'similarity_score': 0.7788838148117065, 'location': {'city': 'katowice', 'voivodeship': 'śląskie', 'district': 'śląskiegiszowiec', 'neighborhood': 'katowice'}}, {'match_id': '68bdfc149249355943327c33', 'title': 'Jasne mieszkanie 2-pokojowe na V osiedlu', 'price': 289000.0, 'similarity_score': 0.7693374156951904, 'location': {'city': 'konin', 'voivodeship': 'wielkopolskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.7468500733375549, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfbd29249355943327c2d', 'title': 'Mieszkanie Lesznowola 102m', 'price': 730000.0, 'similarity_score': 0.7448358535766602, 'location': {'city': 'lesznowola', 'voivodeship': 'mazowieckie', 'district': 'lesznowola', 'neighborhood': 'mazowieckieul. salamandry'}}, {'match_id': '68bdfdef9249355943327c73', 'title': 'Mieszkanie 3 Pokoje | 1 Piętro | Premium | Ścisłe Centrum | Blok |', 'price': 449000.0, 'similarity_score': 0.7387486696243286, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': 'śródmieście', 'neighborhood': ''}}]"
68bdfd8e9249355943327c6c,"[{'match_id': '68bdfcf89249355943327c4f', 'title': 'SPRZEDAM MIESZKANIE 36m2  os Południe', 'price': 215000.0, 'similarity_score': 0.756745457649231, 'location': {'city': 'włocławek', 'voivodeship': 'kujawsko-pomorskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfbc79249355943327c2c', 'title': 'Mieszkanie 65,5 m² z dużym balkonem i zielonym widokiem - REZERWACJA', 'price': 515000.0, 'similarity_score': 0.75075364112854, 'location': {'city': 'tychy', 'voivodeship': 'śląskie', 'district': '', 'neighborhood': 'osiedle urszula'}}, {'match_id': '68bdfd049249355943327c50', 'title': 'Mieszkanie 3 pokojowe Krzyki', 'price': 750000.0, 'similarity_score': 0.7288434505462646, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'krzyki', 'neighborhood': 'dolnośląskiepowstańców śląskich'}}, {'match_id': '68bdfc209249355943327c34', 'title': 'DWUSTRONNA EKSPOZYCJA - 3pok., blisko MPK - NISKI BLOK', 'price': 499000.0, 'similarity_score': 0.7242072820663452, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bieńczyce', 'neighborhood': 'bieńczyce'}}, {'match_id': '68bdfc499249355943327c38', 'title': 'Nowoczesne 3-pokojowe mieszkanie z balkonem i garażem', 'price': 779999.0, 'similarity_score': 0.7174577116966248, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': '', 'neighborhood': 'dąbrowa'}}]"
68bdfd9a9249355943327c6d,"[{'match_id': '68bdfc499249355943327c38', 'title': 'Nowoczesne 3-pokojowe mieszkanie z balkonem i garażem', 'price': 779999.0, 'similarity_score': 0.7669569253921509, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': '', 'neighborhood': 'dąbrowa'}}, {'match_id': '68bdfcf89249355943327c4f', 'title': 'SPRZEDAM MIESZKANIE 36m2  os Południe', 'price': 215000.0, 'similarity_score': 0.7098811268806458, 'location': {'city': 'włocławek', 'voivodeship': 'kujawsko-pomorskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfce19249355943327c45', 'title': 'Ustawne 2 pokojowe mieszkanie z ładnym widokiem', 'price': 320000.0, 'similarity_score': 0.6990689039230347, 'location': {'city': 'katowice', 'voivodeship': 'śląskie', 'district': 'śląskiegiszowiec', 'neighborhood': 'katowice'}}, {'match_id': '68bdfc149249355943327c33', 'title': 'Jasne mieszkanie 2-pokojowe na V osiedlu', 'price': 289000.0, 'similarity_score': 0.682176411151886, 'location': {'city': 'konin', 'voivodeship': 'wielkopolskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfe059249355943327c75', 'title': 'Mieszkanie 25,61m2 + balkon,1 pok. obok, nowe/ Dwo', 'price': 538770.0, 'similarity_score': 0.6733344197273254, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'stare miasto', 'neighborhood': 'przedmieście świdnickie'}}]"
68bdfdaf9249355943327c6e,"[{'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.7564546465873718, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfc6f9249355943327c3d', 'title': '3 pokoje | oddzielna kuchnia | balkon 8 m² | wysoki standard', 'price': 715999.0, 'similarity_score': 0.7209466695785522, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': 'świętokrzyskieśródmieście', 'neighborhood': 'kielce'}}, {'match_id': '68bdfbc79249355943327c2c', 'title': 'Mieszkanie 65,5 m² z dużym balkonem i zielonym widokiem - REZERWACJA', 'price': 515000.0, 'similarity_score': 0.7152069211006165, 'location': {'city': 'tychy', 'voivodeship': 'śląskie', 'district': '', 'neighborhood': 'osiedle urszula'}}, {'match_id': '68bdfd839249355943327c69', 'title': 'Sprzedam segment 162 mkw w Markach, blisko M1 i granicy Warszawy.', 'price': 1300000.0, 'similarity_score': 0.7119878530502319, 'location': {'city': 'marki', 'voivodeship': 'mazowieckie', 'district': 'mazowieckieul. opolska', 'neighborhood': 'wołomiński'}}, {'match_id': '68bdfdef9249355943327c73', 'title': 'Mieszkanie 3 Pokoje | 1 Piętro | Premium | Ścisłe Centrum | Blok |', 'price': 449000.0, 'similarity_score': 0.6905205249786377, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': 'śródmieście', 'neighborhood': ''}}]"
68bdfdbe9249355943327c6f,"[{'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.688713550567627, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfd3c9249355943327c59', 'title': '', 'price': nan, 'similarity_score': 0.655531644821167, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-północ', 'neighborhood': 'pelcowizna'}}, {'match_id': '68bdfd559249355943327c5f', 'title': '', 'price': nan, 'similarity_score': 0.6226412653923035, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bronowice', 'neighborhood': 'bronowice'}}, {'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.6171917915344238, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}, {'match_id': '68bdfe119249355943327c76', 'title': 'Po remoncie Wysoki Standard Super Lokalizacja', 'price': 765000.0, 'similarity_score': 0.5861738324165344, 'location': {'city': 'poznań', 'voivodeship': 'wielkopolskie', 'district': 'stare miasto', 'neighborhood': 'piątkowo'}}]"
68bdfdcb9249355943327c70,"[{'match_id': '68bdfd559249355943327c5f', 'title': '', 'price': nan, 'similarity_score': 0.7033534646034241, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bronowice', 'neighborhood': 'bronowice'}}, {'match_id': '68bdfdbe9249355943327c6f', 'title': '4-pokojowe mieszkanie 90m2 + balkon Bez Prowizji', 'price': nan, 'similarity_score': 0.688713550567627, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'widzew', 'neighborhood': 'fabryczna widzew'}}, {'match_id': '68bdfe319249355943327c79', 'title': '3-pokojowe mieszkanie 59m2 + balkon', 'price': 695004.0, 'similarity_score': 0.6748422384262085, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'fabryczna', 'neighborhood': 'leśnica'}}, {'match_id': '68bdfd3c9249355943327c59', 'title': '', 'price': nan, 'similarity_score': 0.6535320281982422, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-północ', 'neighborhood': 'pelcowizna'}}, {'match_id': '68bdfd499249355943327c5e', 'title': '3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji', 'price': nan, 'similarity_score': 0.6508538722991943, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'krzyki', 'neighborhood': 'brochów'}}]"
68bdfdd79249355943327c71,"[{'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.6928015351295471, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfe119249355943327c76', 'title': 'Po remoncie Wysoki Standard Super Lokalizacja', 'price': 765000.0, 'similarity_score': 0.6915308237075806, 'location': {'city': 'poznań', 'voivodeship': 'wielkopolskie', 'district': 'stare miasto', 'neighborhood': 'piątkowo'}}, {'match_id': '68bdfc579249355943327c3a', 'title': 'Apartamenty przy Bulwarach | Cesja', 'price': 476000.0, 'similarity_score': 0.6734178066253662, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': '', 'neighborhood': 'borki'}}, {'match_id': '68bdfc6f9249355943327c3d', 'title': '3 pokoje | oddzielna kuchnia | balkon 8 m² | wysoki standard', 'price': 715999.0, 'similarity_score': 0.6557905673980713, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': 'świętokrzyskieśródmieście', 'neighborhood': 'kielce'}}, {'match_id': '68bdfc209249355943327c34', 'title': 'DWUSTRONNA EKSPOZYCJA - 3pok., blisko MPK - NISKI BLOK', 'price': 499000.0, 'similarity_score': 0.6530945897102356, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bieńczyce', 'neighborhood': 'bieńczyce'}}]"
68bdfde29249355943327c72,"[{'match_id': '68bdfc629249355943327c3c', 'title': 'Śródmieście | 1. piętro | Balkon | Spół. - wł.', 'price': 540000.0, 'similarity_score': 0.7219734191894531, 'location': {'city': 'gdańsk', 'voivodeship': 'pomorskie', 'district': 'śródmieście', 'neighborhood': ''}}, {'match_id': '68bdfca09249355943327c40', 'title': 'Zadbane 2-pokojowe, balkon, zieleń za oknem', 'price': 547000.0, 'similarity_score': 0.6892348527908325, 'location': {'city': 'poznań', 'voivodeship': 'wielkopolskie', 'district': 'stare miasto', 'neighborhood': 'piątkowo'}}, {'match_id': '68bdfce19249355943327c45', 'title': 'Ustawne 2 pokojowe mieszkanie z ładnym widokiem', 'price': 320000.0, 'similarity_score': 0.6602826118469238, 'location': {'city': 'katowice', 'voivodeship': 'śląskie', 'district': 'śląskiegiszowiec', 'neighborhood': 'katowice'}}, {'match_id': '68bdfdfa9249355943327c74', 'title': 'Dni Otwarte | 13.09.2025 | Centrum Wrzeszcza', 'price': 439000.0, 'similarity_score': 0.6455675363540649, 'location': {'city': 'gdańsk', 'voivodeship': 'pomorskie', 'district': '', 'neighborhood': 'wrzeszcz górny'}}, {'match_id': '68bdfcf89249355943327c4f', 'title': 'SPRZEDAM MIESZKANIE 36m2  os Południe', 'price': 215000.0, 'similarity_score': 0.6335669159889221, 'location': {'city': 'włocławek', 'voivodeship': 'kujawsko-pomorskie', 'district': '', 'neighborhood': ''}}]"
68bdfdef9249355943327c73,"[{'match_id': '68bdfc149249355943327c33', 'title': 'Jasne mieszkanie 2-pokojowe na V osiedlu', 'price': 289000.0, 'similarity_score': 0.7881096601486206, 'location': {'city': 'konin', 'voivodeship': 'wielkopolskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfc499249355943327c38', 'title': 'Nowoczesne 3-pokojowe mieszkanie z balkonem i garażem', 'price': 779999.0, 'similarity_score': 0.7594186067581177, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': '', 'neighborhood': 'dąbrowa'}}, {'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.7494069337844849, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfd839249355943327c69', 'title': 'Sprzedam segment 162 mkw w Markach, blisko M1 i granicy Warszawy.', 'price': 1300000.0, 'similarity_score': 0.7387486696243286, 'location': {'city': 'marki', 'voivodeship': 'mazowieckie', 'district': 'mazowieckieul. opolska', 'neighborhood': 'wołomiński'}}, {'match_id': '68bdfce19249355943327c45', 'title': 'Ustawne 2 pokojowe mieszkanie z ładnym widokiem', 'price': 320000.0, 'similarity_score': 0.7369971871376038, 'location': {'city': 'katowice', 'voivodeship': 'śląskie', 'district': 'śląskiegiszowiec', 'neighborhood': 'katowice'}}]"
68bdfdfa9249355943327c74,"[{'match_id': '68bdfc499249355943327c38', 'title': 'Nowoczesne 3-pokojowe mieszkanie z balkonem i garażem', 'price': 779999.0, 'similarity_score': 0.7552783489227295, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': '', 'neighborhood': 'dąbrowa'}}, {'match_id': '68bdfcf89249355943327c4f', 'title': 'SPRZEDAM MIESZKANIE 36m2  os Południe', 'price': 215000.0, 'similarity_score': 0.7516871690750122, 'location': {'city': 'włocławek', 'voivodeship': 'kujawsko-pomorskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfe059249355943327c75', 'title': 'Mieszkanie 25,61m2 + balkon,1 pok. obok, nowe/ Dwo', 'price': 538770.0, 'similarity_score': 0.7301039695739746, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'stare miasto', 'neighborhood': 'przedmieście świdnickie'}}, {'match_id': '68bdfc149249355943327c33', 'title': 'Jasne mieszkanie 2-pokojowe na V osiedlu', 'price': 289000.0, 'similarity_score': 0.7276603579521179, 'location': {'city': 'konin', 'voivodeship': 'wielkopolskie', 'district': '', 'neighborhood': ''}}, {'match_id': '68bdfce19249355943327c45', 'title': 'Ustawne 2 pokojowe mieszkanie z ładnym widokiem', 'price': 320000.0, 'similarity_score': 0.7265428304672241, 'location': {'city': 'katowice', 'voivodeship': 'śląskie', 'district': 'śląskiegiszowiec', 'neighborhood': 'katowice'}}]"
68bdfe059249355943327c75,"[{'match_id': '68bdfc579249355943327c3a', 'title': 'Apartamenty przy Bulwarach | Cesja', 'price': 476000.0, 'similarity_score': 0.7304208874702454, 'location': {'city': 'radom', 'voivodeship': 'mazowieckie', 'district': '', 'neighborhood': 'borki'}}, {'match_id': '68bdfdfa9249355943327c74', 'title': 'Dni Otwarte | 13.09.2025 | Centrum Wrzeszcza', 'price': 439000.0, 'similarity_score': 0.7301039695739746, 'location': {'city': 'gdańsk', 'voivodeship': 'pomorskie', 'district': '', 'neighborhood': 'wrzeszcz górny'}}, {'match_id': '68bdfc499249355943327c38', 'title': 'Nowoczesne 3-pokojowe mieszkanie z balkonem i garażem', 'price': 779999.0, 'similarity_score': 0.7252233028411865, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': '', 'neighborhood': 'dąbrowa'}}, {'match_id': '68bdfd1d9249355943327c56', 'title': 'Nova Sośnica | mieszkanie 2-pok. | B12', 'price': 358000.0, 'similarity_score': 0.7145603895187378, 'location': {'city': 'gliwice', 'voivodeship': 'śląskie', 'district': '', 'neighborhood': 'sośnica'}}, {'match_id': '68bdfc149249355943327c33', 'title': 'Jasne mieszkanie 2-pokojowe na V osiedlu', 'price': 289000.0, 'similarity_score': 0.684924840927124, 'location': {'city': 'konin', 'voivodeship': 'wielkopolskie', 'district': '', 'neighborhood': ''}}]"
68bdfe119249355943327c76,"[{'match_id': '68bdfd049249355943327c50', 'title': 'Mieszkanie 3 pokojowe Krzyki', 'price': 750000.0, 'similarity_score': 0.7719168066978455, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'krzyki', 'neighborhood': 'dolnośląskiepowstańców śląskich'}}, {'match_id': '68bdfbdf9249355943327c2e', 'title': 'Mieszkanie 3 pokojowe w centrum Czarnej Białostockiej', 'price': 330000.0, 'similarity_score': 0.7633020877838135, 'location': {'city': 'białostocki', 'voivodeship': 'podlaskie', 'district': 'czarna białostocka', 'neighborhood': 'czarna białostocka'}}, {'match_id': '68bdfbc79249355943327c2c', 'title': 'Mieszkanie 65,5 m² z dużym balkonem i zielonym widokiem - REZERWACJA', 'price': 515000.0, 'similarity_score': 0.7408188581466675, 'location': {'city': 'tychy', 'voivodeship': 'śląskie', 'district': '', 'neighborhood': 'osiedle urszula'}}, {'match_id': '68bdfc209249355943327c34', 'title': 'DWUSTRONNA EKSPOZYCJA - 3pok., blisko MPK - NISKI BLOK', 'price': 499000.0, 'similarity_score': 0.7306761145591736, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bieńczyce', 'neighborhood': 'bieńczyce'}}, {'match_id': '68bdfc499249355943327c38', 'title': 'Nowoczesne 3-pokojowe mieszkanie z balkonem i garażem', 'price': 779999.0, 'similarity_score': 0.7232446074485779, 'location': {'city': 'kielce', 'voivodeship': 'świętokrzyskie', 'district': '', 'neighborhood': 'dąbrowa'}}]"
68bdfe1d9249355943327c77,"[{'match_id': '68bdfdcb9249355943327c70', 'title': '', 'price': nan, 'similarity_score': 0.6154294610023499, 'location': {'city': 'łódź', 'voivodeship': 'łódzkie', 'district': 'polesie', 'neighborhood': 'stare polesie'}}, {'match_id': '68bdfd639249355943327c62', 'title': '', 'price': nan, 'similarity_score': 0.6042364835739136, 'location': {'city': 'rumia', 'voivodeship': 'pomorskie', 'district': 'pomorskieul. sobieskiego', 'neighborhood': 'wejherowski'}}, {'match_id': '68bdfd559249355943327c5f', 'title': '', 'price': nan, 'similarity_score': 0.5981756448745728, 'location': {'city': 'kraków', 'voivodeship': 'małopolskie', 'district': 'bronowice', 'neighborhood': 'bronowice'}}, {'match_id': '68bdfd3c9249355943327c59', 'title': '', 'price': nan, 'similarity_score': 0.5499170422554016, 'location': {'city': 'warszawa', 'voivodeship': 'mazowieckie', 'district': 'praga-północ', 'neighborhood': 'pelcowizna'}}, {'match_id': '68bdfd499249355943327c5e', 'title': '3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji', 'price': nan, 'similarity_score': 0.53047776222229, 'location': {'city': 'wrocław', 'voivodeship': 'dolnośląskie', 'district': 'krzyki', 'neighborhood': 'brochów'}}]"
